filename,file_extension,title,date,document_type,people_mentioned,modules,has_crf,has_protocol,has_exemption,has_exclusion,password_protected,tags,tag_count,page_count,google_drive_link,folder,processed_date
FDA-CBER-2021-5683-0652612-0652632-125742_S51_M1_lab-1448-0-4-pkg-insert-clean.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-05,Prescribing Information,,M1,False,False,False,False,False,"regulatory-submission, patient-counseling, covid-19-vaccine, clinical-trials, vaccine-efficacy, postmarketing-experience, safety-data, comirnaty, dosage-and-administration, intramuscular-injection, immunocompromised-use, sars-cov-2, adverse-events, prescribing-information, fda-approval, immunization, geriatric-use",17,12,https://docs.google.com/document/d/1ELWIouaoNtDFM-Cijl2Nqkd21PRnpSdm/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:15:32
FDA-CBER-2021-5683-0652756-0652776-125742_S70_M1_lab-1448-0-7-annotated.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"Efficacy, Immunization, Syncope, Clinical Trials, Safety, COMIRNATY, FDA Approval, Pharmaceutical, SARS-CoV-2, Vaccination Schedule, Adverse Reactions, Myocarditis, Pericarditis, Prescribing Information, Regulatory Compliance, COVID-19 Vaccine, Intramuscular Injection",17,11,https://docs.google.com/document/d/1bD8a5sRWEkpLDhu_mfXhnMbfBQ5BV3Fp/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:15:36
FDA-CBER-2021-5683-0652777-0652797-125742_S70_M1_lab-1448-0-7-pkg-insert-clean.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"Adverse events, Geriatric use, Vaccine efficacy, Intramuscular injection, COMIRNATY, Vaccine safety, COVID-19 vaccine, mRNA vaccine, Warnings and precautions, Immunogenicity, FDA approval, Prescribing Information, Clinical trials, Dosage and administration, Contraindications, Regulatory compliance, Pediatric use",17,11,https://docs.google.com/document/d/1C9tWuvgzyQgsC8HLdfIo_yLLIM2C9LCI/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:15:39
4_BLA_125742-0_06-03-2021_First_Committee_Meeting_Summary.pdf,PDF,"First Committee Meeting Summary"",","2021-06-03"",",document,,,False,True,False,False,False,"Protocol, 2021, FOIA-document, needs-review",4,9,https://drive.google.com/file/d/16EV04lDmSzN3v_LlGAFJj3sPWUaJHkm7/view?usp=drivesdk,pd-production-010323,2025-08-11 22:15:44
FDA-CBER-2021-5683-0652735-0652755-125742_S68_M1_lab-1448-0-6-pkg-insert-track.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"Vaccine efficacy, Prescribing information, Adverse reactions, Intramuscular injection, Postmarketing surveillance, COMIRNATY, Vaccine safety, COVID-19 vaccine, Warnings and precautions, Immunogenicity, FDA approval, Dosage and administration, Clinical trials, Contraindications, Regulatory compliance, Pfizer, Indications and usage",17,11,https://docs.google.com/document/d/18qGtE6Q6Q0330q_Gy8VBRpzwHJ-vBpO1/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:15:47
FDA-CBER-2021-5683-0652819-0652838-125742_S73_M1_lab-1448-0-8-pkg-insert-clean.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"indications-and-usage, regulatory-submission, covid-19-vaccine, vaccine-schedule, pharmaceutical, contraindications, adverse-reactions, postmarketing-experience, warnings-and-precautions, safety-data, comirnaty, dosage-and-administration, efficacy-data, intramuscular-injection, clinical-trial, fda-approval, mrna-vaccine",17,11,https://docs.google.com/document/d/1Xz_3EUmImAoLciuP5LjumvWBSi3snzBa/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:15:52
FDA-CBER-2021-5683-0652653-0652672-125742_S58_M1_lab-1448-0-5-pkg-insert-track.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-05,Prescribing Information,,M1,False,False,False,False,False,"dosage and administration, FDA-approved vaccine, regulatory approval, patient counseling, prescribing information, contraindications, COMIRNATY, warnings and precautions, COVID-19 vaccine, mRNA vaccine, safety data, intramuscular injection, SARS-CoV-2, immunization, adverse events, Pfizer, clinical trials",17,11,https://docs.google.com/document/d/14KDd3yH_rwin7N-8h7PSZOgQnv-ZkAE-/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:15:55
FDA-CBER-2021-5683-0652504-0652525-125742_S39_M1_lab-1448-0-3-pkg-insert-track.doc,DOC,Investigational New Drug Application Package Insert,2021,report,,M1,False,False,False,False,False,"investigational new drug, product labeling, medical research, regulatory affairs, FDA submission, clinical trial, drug identification, package insert, data management, safety data, CBER, quality assurance, adverse events, efficacy data, pharmaceutical industry, drug development, regulatory compliance",17,0,https://docs.google.com/document/d/1yr7WcRi-jqugjWUwSdXhIEicj3zdfQ9s/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:15:58
FDA-CBER-2021-5683-0652591-0652611-125742_S51_M1_lab-1448-0-4-annotated.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-05,Prescribing Information,,M1,False,False,False,False,False,"dosage and administration, immunogenicity, vaccine efficacy, adverse reactions, COMIRNATY, indications and usage, contraindications, warnings and precautions, COVID-19 vaccine, mRNA vaccine, regulatory submission, intramuscular injection, vaccine development, FDA approval, vaccine safety, postmarketing experience, clinical trials",17,10,https://docs.google.com/document/d/1wfIDrovKTOfzWih4KXP9zraF_eyOM9Ve/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:16:02
FDA-CBER-2021-5683-0652548-0652569-125742_S39_M1_lab-1448-0-3-pkg-insert-clean.doc,DOC,Package Insert for Drug Candidate 125742_S39_M1,2021,package insert,,M1,False,False,False,False,False,"drug candidate, quality control, drug identifier, product labeling, compliance, pharmaceutical, clinical trial, FOIA request, FDA, package insert, CBER, safety data, product information, vaccine, efficacy data, adverse events, regulatory submission",17,0,https://docs.google.com/document/d/1gs--fM4tIV5emfLUFUEjtgfC3zin8zHz/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:16:05
130_BLA _125742-0_09-01-2021_Committee Memo_Labeling.pdf,PDF,Labeling Review Memorandum,2021-09-01,memo,"Laura Gottschalk, Ph.D., Elizabeth M. Sutkowski, Ph.D.",,False,False,False,False,False,"vaccine distribution, FOIA document, diluent information, BioNTech, COMIRNATY, BLA submission, carton and container labels, package insert, COVID-19 vaccine, manufacturing sites, Pfizer, clinical data, safety and efficacy, labeling review, regulatory approval, OVRR/DVRPA/RRB3, FDA compliance",17,6,https://drive.google.com/file/d/128PWSrLlNeAkj685TnG_C8HYXrzzWILT/view?usp=drivesdk,pd-production-010323,2025-08-11 22:16:09
126_BLA 125742-0_08-23-2021_Memo_Other.pdf,PDF,"Transmittal Memo for COVID-19 Vaccine, mRNA (COMIRNATY) Action Package",2021-08-23,memo,"Lorrie McNeill, Marion F. Gruber, Ph.D., Laura Gottschalk, Ph.D.",,False,False,False,False,False,"FOIA document, clinical trial data, Office of Communication, Outreach and Development, COMIRNATY, transmittal memo, COVID-19 vaccine, FDAAA Section 916, BioNTech Manufacturing GmbH, FDA approval, safety and efficacy, PREA review, demographic subgroups, HCT/P donor screening, Office of Vaccines Research and Review, web page posting, infectious disease testing, regulatory submission",17,2,https://drive.google.com/file/d/1_DWZdDE4jLcCuxyPD88QLbAQnXVDuL1R/view?usp=drivesdk,pd-production-010323,2025-08-11 22:16:13
125742_S79_M1_lab-1448-1-0-pkg-insert-clean.pdf,PDF,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"Vaccine Indications, Postmarketing Surveillance, Vaccine Efficacy, Clinical Trials, Warnings and Precautions, COMIRNATY, Dosage and Administration, Pharmaceutical, FDA Approval, Immunogenicity, Adverse Reactions, Regulatory Compliance, Vaccine Safety, Prescribing Information, COVID-19 Vaccine, Intramuscular Injection, Vaccine Contraindications",17,20,https://drive.google.com/file/d/1VDFSZWUYoODyqQZZeJWBZZV77dybVkjK/view?usp=drivesdk,pd-production-010323,2025-08-11 22:16:17
72A_BLA_125742-0_08-13-2021_Telecon_Labeling via FAX_e.pdf,PDF,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08-13,Prescribing Information,,,False,False,False,False,False,"Immunization, Vaccine Efficacy, mRNA Vaccine, Clinical Trials, FDA Submission, Warnings and Precautions, COMIRNATY, Vaccine Compliance, Dosage and Administration, COVID-19 Vaccine, Vaccine Safety, Pharmacovigilance, Adverse Reactions, Pharmaceutical Prescribing Information, Contraindications, Regulatory Approval, Intramuscular Injection",17,30,https://drive.google.com/file/d/1A1Sygq8AEHkccSzSrlJt_opEcZE10frL/view?usp=drivesdk,pd-production-010323,2025-08-11 22:16:22
FDA-CBER-2021-5683-0652879-0652898-125742_S76_M1_lab-1448-0-9-pkg-insert-clean.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"dosage and administration, FDA-approved vaccine, regulatory approval, prescribing information, contraindications, COMIRNATY, warnings and precautions, COVID-19 vaccine, mRNA vaccine, safety data, intramuscular injection, SARS-CoV-2, vaccine indications, immunization, adverse events, Pfizer, clinical trials",17,11,https://docs.google.com/document/d/1jVMNwU1ad6kVavuvbKemO4IVVrx8iLzu/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:16:25
FDA-CBER-2021-5683-0663135-0671344-125742_S1_M5_c4591001-A-D-adsympt.xpt,XPT,FDA-CBER-2021-5683-0663135-0671344-125742 S1 M5 c4591001-A-D-adsympt,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1crolaBJRY3ql1R3mSuN3I-2njLi4e3tr/view?usp=drivesdk,pd-production-010323,2025-08-11 22:16:35
FDA-CBER-2021-5683-0652899-0652919-125742_S76_M1_lab-1448-0-9-pkg-insert-track.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"Syncope, Prescribing information, Adverse reactions, Intramuscular injection, Immunocompetence, Pharmacology, COMIRNATY, COVID-19 vaccine, Pregnancy and lactation, Immunogenicity, Myocarditis, FDA approval, Dosage and administration, Clinical trials, Pericarditis, Regulatory compliance, Pfizer",17,11,https://docs.google.com/document/d/1-8N3x6-2S-LbT9i3dSfCkvZ2p7oV2WYS/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:16:39
FDA-CBER-2021-5683-0652839-0652858-125742_S73_M1_lab-1448-0-8-annotated.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"dosage and administration, vaccine efficacy, prescribing information, contraindications, COMIRNATY, indications and usage, regulatory submission, warnings and precautions, COVID-19 vaccine, safety data, intramuscular injection, SARS-CoV-2, FDA approval, immunization, adverse events, Pfizer, clinical trials",17,11,https://docs.google.com/document/d/1BJZMR_jy3iDJ_PfY08G1M1WODJCdbdn6/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:16:43
FDA-CBER-2021-5683-0652920-0652940-125742_S76_M1_lab-1448-0-9-annotated.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"dosage and administration, immunogenicity, vaccine efficacy, adverse reactions, COMIRNATY, regulatory submission, vaccine patient counseling, COVID-19 vaccine, mRNA vaccine, safety data, intramuscular injection, vaccine indications, FDA approval, vaccine contraindications, vaccine warnings and precautions, prescribing information, clinical trials",17,11,https://docs.google.com/document/d/14nF9fmAciDL6grTSIfpfJnP8W0EITfMS/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:16:46
FDA-CBER-2021-5683-0658060-0661613-125742_S1_M5_bnt162-01-S-D-face.xpt.xpt,XPT,FDA-CBER-2021-5683-0658060-0661613-125742 S1 M5 bnt162-01-S-D-face,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1kp5k0Hxf3MGe4Q3Sv5NfXJWv6aJmh0cL/view?usp=drivesdk,pd-production-010323,2025-08-11 22:16:53
FDA-CBER-2021-5683-0652981-0654506-125742_S1_M5_bnt162-01-A-D-adlb.xpt,XPT,FDA-CBER-2021-5683-0652981-0654506-125742 S1 M5 bnt162-01-A-D-adlb,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1clJggEAfppTZU_hK4Ni3a5t_xR55puNc/view?usp=drivesdk,pd-production-010323,2025-08-11 22:16:59
FDA-CBER-2021-5683-0652961-0652980-125742_S80_M1_lab-1448-1-0-pkg-insert-clean.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"dosage and administration, FDA-approved vaccine, regulatory approval, vaccine efficacy, prescribing information, contraindications, COMIRNATY, warnings and precautions, COVID-19 vaccine, mRNA vaccine, safety data, intramuscular injection, SARS-CoV-2, immunization, adverse events, Pfizer, clinical trials",17,11,https://docs.google.com/document/d/1G65TBp7wLZbIeiXc6o172vGT6azCpwEV/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:17:04
FDA-CBER-2021-5683-0661614-0663134-125742_S1_M5_bnt162-01-S-D-lb.xpt,XPT,FDA-CBER-2021-5683-0661614-0663134-125742 S1 M5 bnt162-01-S-D-lb,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1j48LINcvEPgkDWA3Shy2SOyW_NMsY0PL/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:06
FDA-CBER-2021-5683-0652941-0652960-125742_S79_M1_lab-1448-1-0-pkg-insert-clean.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"dosage and administration, mRNA technology, geriatric use, contraindications, mechanism of action, COMIRNATY, warnings and precautions, COVID-19 vaccine, safety data, SARS-CoV-2, VAERS reporting, FDA approval, pediatric use, nonclinical toxicology, adverse events, Pfizer, clinical trials",17,11,https://docs.google.com/document/d/19GFcqzu73A0CpiOol7NZPDFFDuaNVu5o/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:17:11
FDA-CBER-2021-5683-0652859-0652878-125742_S73_M1_lab-1448-0-8-pkg-insert-track.docx,DOCX,"COMIRNATY (COVID-19 Vaccine, mRNA) Prescribing Information",2021-08,Prescribing Information,,M1,False,False,False,False,False,"Syncope, Prescribing information, Adverse reactions, Intramuscular injection, Immunocompetence, Pharmacology, COMIRNATY, COVID-19 vaccine, Pregnancy and lactation, Immunogenicity, Myocarditis, FDA approval, Dosage and administration, Clinical trials, Pericarditis, Regulatory compliance, Pfizer",17,11,https://docs.google.com/document/d/1zN8s5BFhh54v40hWCVtrrnk_zMtVPrnH/edit?usp=drivesdk&ouid=106698971417007077985&rtpof=true&sd=true,pd-production-010323,2025-08-11 22:17:14
FDA-CBER-2021-5683-0654507-0658059-125742_S1_M5_bnt162-01-S-Supp-D-suppface.xpt,XPT,FDA-CBER-2021-5683-0654507-0658059-125742 S1 M5 bnt162-01-S-Supp-D-suppface,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1y-vQx_qus5UM9lwaO9hWkXLdCXCni_rn/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:16
FDA-CBER-2021-5683-0698920-0703842-125742_S1_M5_c4591001-S-D-suppae.xpt,XPT,FDA-CBER-2021-5683-0698920-0703842-125742 S1 M5 c4591001-S-D-suppae,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1mvsjGKGResimRiZXUsSioADkcROojwC3/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:19
FDA-CBER-2021-5683-0671345-0674997-125742_S1_M5_c4591001-S-D-supplb.xpt,XPT,FDA-CBER-2021-5683-0671345-0674997-125742 S1 M5 c4591001-S-D-supplb,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1FkBOlg_pDxilwFP_Lk91rm1bbYVcfxcj/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:21
FDA-CBER-2021-5683-0674998-0678267-125742_S1_M5_c4591001-S-Supp-D-suppmb.xpt,XPT,FDA-CBER-2021-5683-0674998-0678267-125742 S1 M5 c4591001-S-Supp-D-suppmb,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1ux4PtF264cHzkAi4nYIXCZMFNUmXfXMT/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:23
FDA-CBER-2021-5683-0678268-0681345-125742_S1_M5_c4591001-A-D-adds.xpt,XPT,FDA-CBER-2021-5683-0678268-0681345-125742 S1 M5 c4591001-A-D-adds,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1SXHL6gCDGe8o1JoAilEj7HvBbMH356WJ/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:29
FDA-CBER-2021-5683-0681346-0688437-125742_S1_M5_c4591001-S-D-ds.xpt,XPT,FDA-CBER-2021-5683-0681346-0688437-125742 S1 M5 c4591001-S-D-ds,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1JsO6hc6nyffgwa7Chuk0Gq9gSDgfwv8Q/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:35
FDA-CBER-2021-5683-0703843-0708840-125742_S1_M5_c4591001-S-Supp-D-suppae.xpt,XPT,FDA-CBER-2021-5683-0703843-0708840-125742 S1 M5 c4591001-S-Supp-D-suppae,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1OP5sZNuTIxLoSa5PjwfQgEYN1soEqHBi/view?usp=drivesdk,pd-production-010323,2025-08-11 22:17:38
CRFs-for-site-1096.pdf,PDF,Clinical Research Forms for Site 1096,2021-03-29,Clinical Trial Forms,pfe.levissc,,True,True,False,True,False,"site information, Ventavia Research Group, Exclusion, clinical trial, phase 2/3, confidential, data quality, inclusion/exclusion criteria, CRF, audit trail, informed consent, visit date, FDA, Protocol, data verification, c4591001, data completeness, data management, demography, subject identification",20,2937,https://drive.google.com/file/d/1pGZPR3VKLDl2pb3969T3wZbCPhfkUv_2/view?usp=drivesdk,pd-production-011822,2025-08-11 22:17:50
CRFs-for-site-1128.pdf,PDF,Clinical Research Forms for Site 1128,2021-03-29,Clinical Trial Forms,pfe.levissc,,True,True,False,True,False,"site information, Ventavia Research Group, Exclusion, clinical trial, phase 2/3, confidential, data quality, inclusion/exclusion criteria, COVID-19 vaccine, CRF, audit trail, informed consent, visit date, FDA, Protocol, data verification, eCRF, data completeness, demography, subject identification",20,3452,https://drive.google.com/file/d/1o_zhW_kuxvgULBiCF9l7imADyoFLu3c6/view?usp=drivesdk,pd-production-013122,2025-08-11 22:18:06
125742_S1_M2_2.6.7.1toxicology-tabulated-summary.pdf,PDF,Repeat-Dose Toxicology Tabulated Summary for BNT162b2,2021-01-22,report,,M2,False,False,False,False,False,"FOIA document, preclinical, dose levels, pharmaceutical development, repeat-dose, intramuscular administration, Wistar Han rats, safety data, COVID-19, toxicology, vaccine, recovery period, GLP compliance, study design, BNT162b2, Pfizer, regulatory submission",17,33,https://drive.google.com/file/d/11aEIjztpTq9imfy_hYa6oxN6jquXjafM/view?usp=drivesdk,pd-production-020123,2025-08-11 22:18:10
125742_S1_M4_4.3 munster-jv-2020.pdf,PDF,Respiratory disease in rhesus macaques inoculated with SARS-CoV-2,2020-05-12,research article,"Vincent J. Munster, Friederike Feldmann, Brandi N. Williamson, Neeltje van Doremalen, Lizzette Perez-Perez, Jonathan Schulz, Kimberly Meade-White, Atsushi Okumura, Julie Callison, Beniah Brumbaugh, Victoria A. Avanzato, Rebecca Rosenke, Patrick W. Hanley, Greg Saturday, Dana Scott, Elizabeth R. Fischer, Emmie de Wit",M4,False,False,False,False,False,"Preclinical study, Translational research, Pulmonary infiltrates, Peer-reviewed, Viral shedding, Wuhan, Nature journal, Respiratory disease, Rhesus macaque, SARS-CoV-2, COVID-19, Viral load, Pandemic, Animal model, Regulatory compliance, Accelerated publication, Pathogenesis",17,19,https://drive.google.com/file/d/1dzwyHn2kONIHx8TV2Pz4gBz0EKW6ZyRh/view?usp=drivesdk,pd-production-020123,2025-08-11 22:18:16
125742_S1_M2_2.6.6 toxicology-written-summary.pdf,PDF,BNT162b2 Module 2.6.6. Toxicology Written Summary,2021-02-08,report,,M2,False,False,False,False,False,"regulatory-submission, intramuscular-administration, clinical-trials, fda, confidential-information, wistar-han-rats, safety-data, biontec, written-summary, pfizer, toxicology, local-tolerance, vaccine-development, genotoxicity, reproductive-toxicity, bnt162b2, carcinogenicity",17,17,https://drive.google.com/file/d/1WVoVxdA03-eUkMFu5f41eNQzJb8FlPB6/view?usp=drivesdk,pd-production-020123,2025-08-11 22:18:19
125742_S1_M4_4.2.2.4 01049-20021.pdf,PDF,"In Vitro Metabolic Stability of ALC-0159 in CD-1/ICR Mouse, Sprague Dawley Rat, Cynomolgus Monkey, and Human Liver S9 Fractions",2020-06-19,report,"Acuitas Therapeutics Inc., Medicilon Preclinical Research (Shanghai) LLC",M4,False,False,False,False,False,"rat, human, preclinical study, FOIA document, monkey, China, pharmaceutical development, Acuitas Therapeutics, drug identification, regulatory compliance, experimental data, mouse, ALC-0159, Shanghai, Medicilon Preclinical Research, liver S9 fractions, in vitro metabolism",17,31,https://drive.google.com/file/d/1Hx7rAKKlNWErjI9knQP4AnWt1eOhH9BN/view?usp=drivesdk,pd-production-020123,2025-08-11 22:18:24
FDA-CBER-2021-5683-0710059-0710068-125742_S1_M5_bnt162-01-S-D-co.xpt,XPT,FDA-CBER-2021-5683-0710059-0710068-125742 S1 M5 bnt162-01-S-D-co,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1deDBfZa4YG9ltQLXYo5j0reUqicgmjTx/view?usp=drivesdk,pd-production-020123,2025-08-11 22:18:25
125742_S1_M4_4.2.2.4 01049-20010.pdf,PDF,In Vitro Metabolic Stability of ALC-0315 in Hepatocytes,2020-07-20,report,"Acuitas Therapeutics Inc., Medicilon Preclinical Research (Shanghai) LLC",M4,False,False,False,True,False,"rat, human, preclinical research, in vitro study, monkey, pharmaceutical development, compliance, Canada, clinical trial, ALC-0315, metabolic stability, FDA, drug identification, Exclusion, hepatocytes, China, mouse, Shanghai",18,32,https://drive.google.com/file/d/1ctuvUozE7suFUDQz-8rfKnVtKyrBHfwp/view?usp=drivesdk,pd-production-020123,2025-08-11 22:18:29
FDA-CBER-2021-5683-0710069-0763793-125742_S1_M5_c4591001-A-D-adc19ef.xpt,XPT,FDA-CBER-2021-5683-0710069-0763793-125742 S1 M5 c4591001-A-D-adc19ef,undated,statistical-data,,M5,False,False,False,False,False,"statistical-data, xpt-file, clinical-data, data-file",4,0,https://drive.google.com/file/d/1JzwZN1W1OKpArFWNPs3Xnd06Z5EIgllr/view?usp=drivesdk,pd-production-020123,2025-08-11 22:18:58
125742_S1_M4_4.2.2.4 043725.pdf,PDF,Investigation of the Biotransformation of ALC-0159 and ALC-0315 In Vitro and In Vivo in Rats,2020-08-05,report,,M4,False,False,False,False,False,"excipient-characterization, lipid-nanoparticles, ester-hydrolysis, clinical-trials, pharmaceutical-research, covid-19-vaccine, bnt162-vaccine, regulatory-compliance, in-vitro-studies, uhplc-analysis, in-vivo-studies, mass-spectrometry, amide-bond-cleavage, drug-metabolism, rat-pharmacokinetics, biotransformation-pathways, pfizer-confidential",17,35,https://drive.google.com/file/d/1nRe5qeMTsa0BOqJ6Lw9jmOautihELoHa/view?usp=drivesdk,pd-production-020123,2025-08-11 22:19:05
125742_S1_M4_4.2.2.4 01049-20009.pdf,PDF,"In Vitro Metabolic Stability of ALC-0315 in CD-1/ICR Mouse, Sprague Dawley Rat, Cynomolgus Monkey, and Human Liver S9 Fractions",2020-06-19,report,"Acuitas Therapeutics Inc., Medicilon Preclinical Research (Shanghai) LLC",M4,False,False,False,False,False,"coenzymes, preclinical research, in vitro study, pharmaceutical development, FDA submission, Vancouver, Canada, NADPH, pore-forming agent, ALC-0315, metabolic stability, clinical trial support, CD-1/ICR mouse, cynomolgus monkey, Shanghai, China, Sprague Dawley rat, human liver S9 fractions, regulatory compliance",17,31,https://drive.google.com/file/d/1ZEDc7xrY4y0Z57okaWneAM1ZZtA4V_kr/view?usp=drivesdk,pd-production-020123,2025-08-11 22:19:09
125742_S1_M4_4.2.2.4 01049-20022.pdf,PDF,In Vitro Metabolic Stability of ALC-0159 in Hepatocytes,2020-07-20,report,"Acuitas Therapeutics Inc., Medicilon Preclinical Research (Shanghai) LLC",M4,False,False,False,True,False,"Wistar Han rat, human, preclinical research, in vitro study, pharmaceutical development, Canada, China, Exclusion, clinical trial, metabolic stability, FDA, hepatocytes, CD-1/ICR mouse, cynomolgus monkey, ALC-0159, Sprague Dawley rat, Shanghai, regulatory compliance",18,32,https://drive.google.com/file/d/1ixyB95EPoMAZ3sgZZxbIlyCgGCaYAe4q/view?usp=drivesdk,pd-production-020123,2025-08-11 22:19:13
125742_S1_M4_4.2.3.2 20gr142.pdf,PDF,Report Amendment 1 for Study 20GR142,2020-12-17,report,"(b) (6), (b) (6)",M4,False,False,False,False,False,"intramuscular-administration, gmp-characterization, covid-19-vaccine, fda-submission, preclinical-study, wistar-han-rats, safety-data, bnt162b3c, gmp-compliance, gclp-compliance, pfizer, groton-ct, report-amendment, non-gmp-manufacturing, toxicology-study, regulatory-quality-assurance, bnt162b2",17,603,https://drive.google.com/file/d/1pnXALn_-D6aw1je7H8Izat6lpFOpvZQV/view?usp=drivesdk,pd-production-020123,2025-08-11 22:19:19
125742_S1_M2_2.6.1 introduction.pdf,PDF,BNT162b2 Module 2.6.1. Introduction,2021-02-08,report,,M2,False,False,False,False,False,"regulatory-submission, lipid-nanoparticle, intramuscular-administration, covid-19-vaccine, global-distribution, pharmaceutical-development, safety-data, rna-vaccine, bioNTech, pfizer, fda-approval, efficacy-data, spike-protein, clinical-trial, bnt162b2, immunization, confidential-document",17,2,https://drive.google.com/file/d/1MiX-GpgHtDa7toNVnFw-AVBi2Nvy9zVJ/view?usp=drivesdk,pd-production-020123,2025-08-11 22:19:23
