filename,title,date,google_drive_link,folder,file_type,page_count,module,document_type,people_mentioned,tags,has_exemption,has_exclusion,password_protected,processed
27034_S1_M5_c4591001-A-P-adva-s001-gm-p2-eval-sas.pdf,Adva S001 GM P2 Evaluation,2020-11-17,https://drive.google.com/file/d/1dPQofNhKgJe5U0cxkWNvbF_BXtArZS_6/view?usp=drivesdk,eua-051925,PDF,18,M5,program,,"P2, Pharmaceutical, Statistical Analysis, CDISC, Clinical Trial, Drug Development, Gm, M5, Programming, Data Analysis, ADVA, S001, SAS, Evaluation",False,False,False,True
27034_S1_M5_c4591001-A-P-adva-s001-gm-lt-p2-eval-sas.pdf,Adva S001 GM LT P2 Evaluation,2020-11-17,https://drive.google.com/file/d/1U6SyhiGk0fVWvLiCntTPnujBluN7N1BB/view?usp=drivesdk,eua-051925,PDF,20,M5,program,,"P2, Statistical Analysis, Pharmaceutical, Clinical Trial, Data Processing, Lt, Gm, M5, Programming, Data Analysis, ADVA, S001, SAS, Evaluation",False,False,False,True
27034_S1_M5_c4591001-A-P-adva-s001-gmfr-p2-eval-sas.pdf,adva_s001_gmfr_p2_eval,2020-11-17,https://drive.google.com/file/d/1cHVY67tipxYYCWIWIbU3F8hxTAzvFXXg/view?usp=drivesdk,eua-051925,PDF,18,M5,program,,"P2, Statistical Analysis, Pharmaceutical, GMFR, Clinical Trial, Safety, Drug Development, M5, Programming, Data Analysis, ADVA, SAS, Eval, Efficacy",False,False,False,True
27034_S1_M5_c4591001-A-P-adva-s002-gmfr-lt-p2-eval-sas.pdf,Adva s002 GMFR LT P2 Evaluation,2020-11-17,https://drive.google.com/file/d/1OIx7UNK-uMprcXZE75fMM1etAssvLdre/view?usp=drivesdk,eua-051925,PDF,20,M5,program,,"P2, Pharmaceutical, Statistical, GMFR, Clinical Trial, Data Processing, Lt, M5, Programming, Data Analysis, ADVA, SAS, Evaluation, S002",False,False,False,True
27034_S1_M5_c4591001-A-P-adva-s002-gmfr-18-b2-aai-p1-sas.pdf,ADVA S002 GMFR 18 B2 AAI P1 SAS Program,2020-09-23,https://drive.google.com/file/d/1Q1TrzLCLTAdjzzQ39kYcbLKV_kurMlVZ/view?usp=drivesdk,eua-051925,PDF,15,M5,program,,"B2, 18, AAI, Pharmaceutical, GMFR, P1, Clinical Trial, Data Processing, M5, Programming, Data Analysis, ADVA, SAS, S002, Data Preparation",False,False,False,True
27034_S1_M5_c4591001-comp-list-clin-sites.pdf,27034 S1 M5 c4591001-comp-list-clin-sites,undated,https://drive.google.com/file/d/1f3LzvC2eO7njsNEl-RlFPGY4ZTLTTbCz/view?usp=drivesdk,eua-051925,PDF,66,M5,document,,"FDA, Clinical, Review-needed, Vaccine, Study, COVID-19, M5, Research",False,False,False,True
27034_S1_M5_c4591001-A-P-adva-s003-fr4-18-b2-aai-p1-sas.pdf,ADVA S003 FR4 18 B2 AAI P1 SAS Program,2020-09-23,https://drive.google.com/file/d/1F7hC9NPYPLk3kgHdYDryl2K-qQD8rs9m/view?usp=drivesdk,eua-051925,PDF,29,M5,program,,"CDISC, Safety, Data Processing, ADVA, Data Transformation, M5, Phase 1, Biostatistics, Adverse Events, Data Analysis, Clinical Trial, Programming, SAS, Data Preparation",False,False,False,True
27034_S1_M5_c4591001-efficacy-listing-ex-eval-eff-pop.pdf,Listing of Subjects Excluded From All-Available and Evaluable Efficacy Populations,undated,https://drive.google.com/file/d/1z5fkooeISWjyJlXOMZVoEZtpDCemxLOO/view?usp=drivesdk,eua-051925,PDF,851,M5,report,,"Age Groups, Subject Exclusion, BNT162B2, Eligibility Criteria, Vaccine Efficacy, Exclusion, All-available Population, Randomization, M5, Dose 1, Predefined Window, Dose 2, Clinical Trial, Evaluable Efficacy Population, Dose Administration",False,True,False,True
27034_S1_M5_c4591001-efficacy-figures.pdf,COVID-19 Vaccine Efficacy Figures,2020-11-19,https://drive.google.com/file/d/13-LtYnyOmL0DlT9YvremK5GyfRIxqmsy/view?usp=drivesdk,eua-051925,PDF,4,M5,report,,"Fda-cber, Incidence Curves, Pandemic Response, Vaccine, Public Health, COVID-19, M5, Infection Prior, Dose 1, Dose 2, Pharmaceutical Research, Clinical Trial, Efficacy, Evaluable Population",False,False,False,True
27034_S1_M5_c4591001-efficacy-listings.pdf,COVID-19 Vaccine Efficacy Listings,undated,https://drive.google.com/file/d/14xGJOPbusuJ8uGZ781xl9rkrVv6eXi8U/view?usp=drivesdk,eua-051925,PDF,251,M5,report,,"SARS-COV-2, Medical Research, Nasal Swab, Vaccine Efficacy, Clinical Trial, COVID-19, Cdc-defined Symptoms, M5, Dose 1, Evaluable Efficacy, Dose 2, Severe COVID-19, Naat-positive, COVID-19 Symptoms",False,False,False,True
27034_S1_M5_c4591001-efficacy-tables-ad-hoc.pdf,COVID-19 Efficacy Tables,2020-11-20,https://drive.google.com/file/d/1wz6JQHcjm25umjvGqLdZz3Zm7NlGXRn4/view?usp=drivesdk,eua-051925,PDF,4,M5,report,,"SARS-COV-2, Prior SARS-COV-2 Status, Vaccine Efficacy, Demographic Characteristics, Clinical Trial, COVID-19, M5, Nucleic Acid Amplification Test, Safety Population, 16-17 Years Of Age, Evaluable Efficacy Population, Interim Analysis, Nucleoprotein-binding, Occurrence From 7 Days After Dose 2",False,False,False,True
27034_S1_M5_c4591001-ia efficacy-A-adrg.pdf,Analysis Data Reviewer's Guide,2020-11-19,https://drive.google.com/file/d/1bEbPbddn5BWDWrWZwZ9iCjS2bZ-tdf2k/view?usp=drivesdk,eua-051925,PDF,29,M5,guide,"BioNTech SE, PFIZER INC.","FDA, Statistical Analysis, Data Review, Vaccine, Data Standards, COVID-19, Study C4591001, Protocol Design, Data Quality, M5, Data Analysis, Clinical Trial, Interim Analysis, Data Dictionary",False,False,False,True
27034_S1_M5_c4591001-efficacy-tables.pdf,Vaccine Efficacy - COVID-19 Occurrence,2021,https://drive.google.com/file/d/1p92B3MSFa1erx3Ecy90nSeK39g7g7gIs/view?usp=drivesdk,eua-051925,PDF,154,M5,report,,"7 Days, First Occurrence, Medical Research, With Or Without Prior Infection, Vaccine Efficacy, 14 Days, Public Health, COVID-19, M5, Dose 2, Data Analysis, Clinical Trial, Infection Rate, Evaluable Population",False,False,False,True
27034_S1_M5_c4591001-ia efficacy-S-acrf.pdf,Annotated Study Book for Study Design: C4591001,2020-10-12,https://drive.google.com/file/d/1XD4xUj2zOIvj6HDE-Ti5RwZ_yHyzobEx/view?usp=drivesdk,eua-051925,PDF,124,M5,study protocol,,"CBER, FDA, Annotated, Vaccine, Central Designer, Exclusion, COVID-19, M5, Protocol, Adverse Events, Study Design, Clinical Trial, Inclusion/exclusion Criteria, Pfizer, Immunogenicity",False,True,False,True
27034_S1_M5_c4591001-ia efficacy-A-supplementaldatadefinitions.pdf,C4591001 IA Phase1 Participants,2020-06,https://drive.google.com/file/d/1-WN9WWlKe1qqLzFDTc9U1_8VDqHHu4yA/view?usp=drivesdk,eua-051925,PDF,176,M5,data definitions,,"Medical Research, Sentinel Cohorts, Vaccine Efficacy, Pharmaceutical Development, Subject Numbers, Enrollment Dates, Participant Data, Data Definitions, Phase 1, Cohort Selection, M5, Data Collection, Clinical Trial, Informed Consent",False,False,False,True
27034_S1_M5_c4591001-ia-efficacy-tables-figures.pdf,COVID-19 Vaccine Efficacy Tables and Figures,2020-11-19,https://drive.google.com/file/d/1rvOl6PoURIc5NgY3sJH21GzvuXck8fon/view?usp=drivesdk,eua-051925,PDF,46,M5,report,,"Regulatory Submission, FDA, BNT162B2, SARS-COV-2, Vaccine Efficacy, COVID-19, Surveillance Time, M5, Dose 2, Vaccine Effectiveness, Clinical Trial, Interim Analysis, Infection Rate, Evaluable Population",False,False,False,True
27034_S1_M5_c4591001-safety-fa-eff-A-adrg.pdf,Analysis Data Reviewer's Guide,2020-11-20,https://drive.google.com/file/d/1IUoaOAX7U2GL0xGC_lQV1A4mL-elFfgO/view?usp=drivesdk,eua-051925,PDF,50,M5,guide,"BioNTech SE, PFIZER INC.","FDA, Data Review, November 2020, Vaccine, Safety Analysis, Needs-review, COVID-19, Study C4591001, Regulatory, M5, Clinical Trial, Efficacy Analysis, Pfizer, BioNTech",False,False,False,True
27034_S1_M5_c4591001-ia efficacy-S-csdrg.pdf,Clinical Study Data Reviewer's Guide,2020-11-18,https://drive.google.com/file/d/17iYECNuwd9GjUUMavE8BTt9Okjv6QIfO/view?usp=drivesdk,eua-051925,PDF,79,M5,report,"BioNTech SE, PFIZER INC.","Data Management, Exclusion, Data Standards, Safety, Regulatory Review, Regulatory Compliance, COVID-19, Clinical Study, Study Protocol, M5, Vaccine Development, Pharmaceutical Research, Phase 2/3, Interim Analysis, Efficacy",False,True,False,True
27034_S1_M5_c4591001-safety-fa-eff-A-supplementaldatadefinitions.pdf,c4591001-safety-fa-eff-A-supplementaldatadefinitions,2020-06,https://drive.google.com/file/d/14bkXT42oACCWkw9VXKSYeOe-DRaBXJfA/view?usp=drivesdk,eua-051925,PDF,215,M5,data definitions,,"Stage 1 Sentinel Cohorts, Medical Research, Participant Enrollment, Data Definitions, Clinical Study, M5, Cohort Selection, Patient Data, Supplemental Information, Data Collection, Clinical Trial, Safety Data, June 2020, Informed Consent",False,False,False,True
27034_S1_M5_c4591001-safety-fa-eff-S-csdrg.pdf,Clinical Study Data Reviewer's Guide,2020-11-19,https://drive.google.com/file/d/1oJFNvggQ5FNBBk6N4ZSlI4CM8Sc8b1sC/view?usp=drivesdk,eua-051925,PDF,78,M5,report,"BioNTech SE, PFIZER INC.","FDA, Pharmaceutical, Data Review, Medical Research, Safety Analysis, Vaccine, Exclusion, Needs-review, COVID-19, Clinical Study, Regulatory, M5, EUA, Clinical Trial, Efficacy",False,True,False,True
27034_S1_M5_c4591001-safety-fa-eff-S-acrf.pdf,Annotated Study Book for Study Design: C4591001,2020-10-12,https://drive.google.com/file/d/1DKbNoYmx7aqXZbL2ziYJTus9O9jFgkWY/view?usp=drivesdk,eua-051925,PDF,124,M5,study protocol,,"Efficacy Evaluation, Adverse Event Reporting, Central Lab Testing, Vaccine Study, Exclusion, Regulatory Compliance, COVID-19, M5, Visit Schedule, Study Design, Clinical Trial, Inclusion/exclusion Criteria, Safety Assessment, Pfizer, Immunogenicity Tracking",False,True,False,True
27034_S1_M5_c4591001-safety-figures.pdf,COVID-19 Vaccine Reactogenicity and Safety Figures,2020-11-19,https://drive.google.com/file/d/1SIJiKGuG_3H2mip_-7OIu0_5amnkjhBL/view?usp=drivesdk,eua-051925,PDF,6,M5,report,,"CBER, FDA, Health Statistics, Vaccine, Safety, Public Health, Reactogenicity, COVID-19, M5, Regulatory, Adverse Events, Clinical Trial, Phase 2/3, Medical Data",False,False,False,True
27034_S1_M5_c4591001-safety-listing-random-act-vac-rec.pdf,Listing of Randomization Scheme and Actual Vaccine Received - All Subjects,2020-11-19,https://drive.google.com/file/d/1SV6T3i0CfixZnr2vlCITv4jJbdPeQxeE/view?usp=drivesdk,eua-051925,PDF,4375,M5,listing,,"Pharmaceutical, Medical Research, Vaccine, Safety, Regulatory Compliance, COVID-19, Randomization, BNT162B1, Dosage, M5, Adverse Events, Clinical Trial, Placebo, Subject Data",False,False,False,True
27034_S1_M5_c4591001-safety-listing-who-rec-vac-not-rand.pdf,Safety Listing of Subjects Who Received Vaccine Not as Randomized,2020-11-19,https://drive.google.com/file/d/1POEjBnd86B6sh8_5zePilgNFjkv1wVsf/view?usp=drivesdk,eua-051925,PDF,2,M5,listing,,"Pharmaceutical, BNT162B2, Medical Research, Vaccine Safety, Regulatory Compliance, COVID-19, Randomization, BNT162B1, Dosage, M5, Adverse Events, Data Analysis, Clinical Trial, Subject Listing",False,False,False,True
27034_S1_M5_c4591001-safety-tables-ae1.pdf,c4591001 Safety Tables,undated,https://drive.google.com/file/d/11oFf2W1tY53-OImqQmbcOuufuRi1Tjb4/view?usp=drivesdk,eua-051925,PDF,204,M5,report,,"Phase 2/3 Analysis, Age Groups, Pharmaceutical, Health And Safety, Medical Research, Baseline SARS-COV-2 Status, Regulatory Compliance, COVID-19, Clinical Study, M5, Vaccine Trial, Adverse Events, Data Analysis, Safety Data",False,False,False,True
27034_S1_M5_c4591001-safety-tables-ae2.pdf,Safety Tables for COVID-19 Vaccine Phase 2/3 Analysis,2021,https://drive.google.com/file/d/1Cq_WIQFw_JmxAhtlZlDO_GHxvYndb766/view?usp=drivesdk,eua-051925,PDF,697,M5,report,,"Age Groups, Sex, SARS-COV-2, Race, Vaccine, Safety, Baseline Status, COVID-19, M5, Demographics, Adverse Events, Data Analysis, Clinical Trial, Phase 2/3",False,False,False,True
27034_S1_M5_c4591001-safety-tables-ae3.pdf,Safety Tables for COVID-19 Vaccine,2020-11-14,https://drive.google.com/file/d/11DdshbfrhshDFCBXMRkGElpIwdygR8px/view?usp=drivesdk,eua-051925,PDF,472,M5,report,,"System Organ Class, Vaccine, Preferred Term, Data Cutoff, Serious Adverse Events, COVID-19, M5, Regulatory, Adverse Events, Safety Population, Clinical Trial, Phase 2/3, Safety Data, Age Group",False,False,False,True
27034_S1_M5_c4591001-safety-tables-label.pdf,COVID-19 Vaccine Safety Tables,2020-11-19,https://drive.google.com/file/d/1jHc73UoMV7eIgYgYtTPUg3Jnb5zFbMFU/view?usp=drivesdk,eua-051925,PDF,16,M5,report,,"Age Groups, FDA, Pharmaceutical, Vaccine, Safety, COVID-19, M5, Regulatory, Demographics, Adverse Events, Clinical Trial, Systemic Events, Efficacy, Local Reactions",False,False,False,True
27034_S1_M5_c4591001-safety-tables-cos-reacto.pdf,c4591001 Safety Tables,2022-01,https://drive.google.com/file/d/10HHzx9bjfsAVvCPWOSz8NVRfZN-VSc6Z/view?usp=drivesdk,eua-051925,PDF,293,M5,report,,"Age Groups, Sex, SARS-COV-2, Race, Vaccine, Ethnicity, Phase 2/3 Clinical Trial, Baseline Status, COVID-19, Subject Disposition, M5, Pharmaceutical Research, Demographic Analysis, Safety Data",False,False,False,True
27034_S1_M5_cummings-mj-2020.pdf,27034 S1 M5 cummings-mj-2020,undated,https://drive.google.com/file/d/1NeaolfXIirHOOmeKHqoP05rR3jZf_L3G/view?usp=drivesdk,eua-051925,PDF,8,M5,document,,"Review-needed, Clinical, Study, 2020, COVID-19, M5, Data, Research",False,False,False,True
27034_S1_M5_docherty-ab-2020.pdf,27034 S1 M5 docherty-ab-2020,undated,https://drive.google.com/file/d/1XYao4f6e02gpzl5YYRpgxeULplO_1sIg/view?usp=drivesdk,eua-051925,PDF,12,M5,document,,"Review-needed, Clinical, Study, 2020, COVID-19, M5, Data, Research",False,False,False,True
27034_S1_M5_ecdc-2020.pdf,Coronavirus disease 2019 (COVID-19) in the EU/EEA and the UK - eleventh update,2020-08-10,https://drive.google.com/file/d/1NJddBXNHvXmngMedJCNevZJKitzIa_oh/view?usp=drivesdk,eua-051925,PDF,37,M5,report,,"Risk Assessment, European Union, Disease Control, Pandemic Response, Public Health, United Kingdom, Healthcare System, COVID-19, M5, Disease Outbreak, European Economic Area, Data Analysis, Policy Recommendations, Epidemiology",False,False,False,True
27034_S1_M5_ecdc-2020b.pdf,COVID-19 Situation Update Worldwide,2020-07-31,https://drive.google.com/file/d/1jwFRrhYCJD__fQwWe6L6J0MUL_YZsA8t/view?usp=drivesdk,eua-051925,PDF,12,M5,report,,"SARS-COV-2, Global Health, EU/EEA, WHO, Public Health, International Health Regulations, Coronavirus, COVID-19, M5, Disease Outbreak, West Nile Virus, Infectious Disease, Epidemiology, Surveillance",False,False,False,True
27034_S1_M5_gold-jaw-2020.pdf,27034 S1 M5 gold-jaw-2020,undated,https://drive.google.com/file/d/1x3sGENC96V_1bteGl-nXzEkM1vFgFEW3/view?usp=drivesdk,eua-051925,PDF,6,M5,document,,"Review-needed, Clinical, 2020, COVID-19, M5, Data, Research",False,False,False,True
27034_S1_M5_ecdc-2020c.pdf,COVID-19 Situation Update,2020-07-31,https://drive.google.com/file/d/17SkqqIcRzfXKAqct9wcX5xGDvfy77vX6/view?usp=drivesdk,eua-051925,PDF,12,M5,report,,"Case Data, SARS-COV-2, Global Health, EU/EEA, Public Health, Coronavirus, COVID-19, Mortality, Disease Outbreak, M5, West Nile Virus, Infectious Disease, Epidemiology, Surveillance",False,False,False,True
27034_S1_M5_haynes-bf-2020.pdf,Prospects for a safe COVID-19 vaccine,2020-11-04,https://drive.google.com/file/d/1oagk1XDxHXR2Yv3WsWCr982mEjBtC9zJ/view?usp=drivesdk,eua-051925,PDF,12,M5,review,"Barton F. Haynes, Lawrence Corey, Prabhavathi Fernandes, Peter B. Gilbert, Peter J. Hotez, Srinivas Rao, Michael R. Santos, Hanneke Schuitemaker, Michael Watson, Ann Arvin","SARS-COV-2, Safety, Viral Infections, Postlicensure Surveillance, Coronavirus, Clinical Trials, COVID-19, M5, Vaccine Development, Adverse Events, Therapeutic Interventions, Immune Enhancement, ACTIV, Pandemic",False,False,False,True
27034_S1_M5_graham-bs-2020.pdf,Rapid Development of a COVID-19 Vaccine,2020,https://drive.google.com/file/d/1PsNwH8tV8dRgOJQAkL_pztwDCRSIOBVp/view?usp=drivesdk,eua-051925,PDF,2,M5,report,Barney S. Graham,"Herd Immunity, Gene-based Vaccines, SARS-COV-2, Pandemic Response, Benefit-risk Analysis, Public Health, COVID-19, Scientific Research, M5, Antiviral Vaccines, Vaccine Development, Vaccine Manufacturing, Protein-based Vaccines, Regulatory Decisions",False,False,False,True
27034_S1_M5_hur-k-2020.pdf,Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19,2020,https://drive.google.com/file/d/1Hq194uTzeStAMpRHVTWAifD6RvtmnKiv/view?usp=drivesdk,eua-051925,PDF,9,M5,research article,"Kevin Hur, Caroline P. E. Price, Elizabeth L. Gray, Reeti K. Gulati, Matthew Maksimoski, Samuel D. Racette, Alexander L. Schneider, Ashoke R. Khanwalkar","Medical Research, Critical Care, Pandemic, Clinical Characteristics, COVID-19, Otolaryngology, Risk Factors, M5, Healthcare, Respiratory Failure, Epidemiology, Intubation, Ventilation, Hospitalization",False,False,False,True
27034_S1_M5_holmes-l-2020.pdf,27034 S1 M5 holmes-l-2020,undated,https://drive.google.com/file/d/1h6pK7_At58pPjyRUNyvihgf92hf8pcIp/view?usp=drivesdk,eua-051925,PDF,18,M5,document,,"FDA, Review-needed, 2020, COVID-19, M5, Data, Research",False,False,False,True
27034_S1_M5_iaccarino-g-2020.pdf,COVID-19 Mortality and Cardiovascular Disease,2020,https://drive.google.com/file/d/1Kz4mujzA45e6zi6MYtWF6ljkXRocNE8k/view?usp=drivesdk,eua-051925,PDF,7,M5,research paper,"G. Iaccarino, G. Grassi, C. Borghi","SARS-COV-2, Medical Research, Public Health, 2020, Coronavirus, Needs-review, COVID-19, Clinical Study, M5, Epidemiology, Hypertension, Cardiovascular Disease, Mortality, Pandemic",False,False,False,True
27034_S1_M5_iavarone-c-2017.pdf,Mechanism of action of mRNA-based vaccines,2017,https://drive.google.com/file/d/1NyKcEcCpFZQ1Kdb8dm9xNGI5yV6oSSAj/view?usp=drivesdk,eua-051925,PDF,11,M5,review,"Carlo Iavarone, Derek T. O'hagan, Dong Yu, Nicolas F. Delahaye, Jeffrey B. Ulmer","Immune Response, mRNA Vaccines, Vaccine Mechanism, Vaccine Adjuvants, Vaccine Research, Vaccine Efficacy, Vaccine Safety, Vaccine Design, M5, Vaccine Development, Vaccine Optimization, Vaccine Delivery, Adaptive Immunity, Innate Immunity, Vaccine Technology",False,False,False,True
27034_S1_M5_kranz-lm-2016.pdf,27034 S1 M5 kranz-lm-2016,undated,https://drive.google.com/file/d/1rSRMISChtxOdR7q39nwC9jShnyFKB28Z/view?usp=drivesdk,eua-051925,PDF,16,M5,document,,"Review-needed, Vaccine, M5, Data, Trial",False,False,False,True
27034_S1_M5_kamphuis-e-2006.pdf,Kamphuis E. 2006 Presentation,2006,https://drive.google.com/file/d/1ikKgK8e8bEPnL5szbxmbNeDLNByiYMix/view?usp=drivesdk,eua-051925,PDF,9,M5,presentation,Kamphuis E.,"CBER, FDA, Kamphuis, Vaccine, Submission, Presentation, Safety, Clinical Trials, Biologics, M5, Regulatory, 2006, Product Development, Efficacy",False,False,False,True
27034_S1_M5_lambert-ph-2020.pdf,27034 S1 M5 lambert-ph-2020,undated,https://drive.google.com/file/d/1ne0O4uaAvJQ14Nw4tqKRqVcBKn1bAE44/view?usp=drivesdk,eua-051925,PDF,9,M5,document,,"Review-needed, Clinical, Vaccine, 2020, COVID-19, M5, Trial, Research",False,False,False,True
27034_S1_M5_mulligan-mj-2020.pdf,27034 S1 M5 mulligan-mj-2020,undated,https://drive.google.com/file/d/1_vUKgnZXBeAECLCt9X1gyeM9c6tV4UOP/view?usp=drivesdk,eua-051925,PDF,16,M5,document,,"FDA, Clinical, Review-needed, Vaccine, Study, 2020, COVID-19, M5, Data, Trial",False,False,False,True
27034_S1_M5_pallesen-j-2017.pdf,27034 S1 M5 pallesen-j-2017,undated,https://drive.google.com/file/d/1KxF5uZVCXM5gtRLX30LKhvgwsCylS-Dn/view?usp=drivesdk,eua-051925,PDF,10,M5,document,,"Review-needed, Vaccine, COVID-19, M5, Research",False,False,False,True
27034_S1_M5_openshaw-pj-2001.pdf,Immunopathogenesis of vaccine-enhanced RSV disease,2001,https://drive.google.com/file/d/1Oe_HOKYLje_TAWxruAVP-MP-6FJiub92/view?usp=drivesdk,eua-051925,PDF,5,M5,research,"Peter J.M. Openshaw, Fiona J. Culley, Wieslawa Olszewska","Th2 Cells, Immune Response, Immunopathogenesis, RSV, Vaccine, Needs-review, Respiratory Syncytial Virus, M5, Disease Enhancement, Vaccine Development, Animal Models, T Cell Priming, Eosinophilic Response, Formalin-inactivated Vaccine",False,False,False,True
27034_S1_M5_nowak-b-2020.pdf,Short-term outcomes of patients with COVID-19 in Poland,2020,https://drive.google.com/file/d/1YVxhiWRdus1n-3UYrUql4P_GD1SpyVng/view?usp=drivesdk,eua-051925,PDF,5,M5,article,"Błażej Nowak, Piotr Szymański, Igor Pańkowski, Agnieszka Szarowska, Katarzyna Życińska, Wojciech Rogowski, Robert Gil, Mariusz Furmanek, Jacek Tatur, Artur Zaczyński, Zbigniew Król, Waldemar Wierzba","Medical Research, Public Health, Poland, Designated Hospital, Clinical Characteristics, Retrospective Study, COVID-19, Healthcare System, M5, Short-term Outcomes, Patient Outcomes, Epidemiology, Disease Management, Pandemic",False,False,False,True
27034_S1_M5_petrilli-cm-2020.pdf,Factors associated with hospital admission and critical illness among people with COVID-19 in New York City,2020,https://drive.google.com/file/d/1EOPFUClpA76oTMvrjyWTUfdFwqYLl2Qu/view?usp=drivesdk,eua-051925,PDF,15,M5,research,"Christopher M Petrilli, Simon A Jones, Jie Yang, Harish Rajagopalan, Luke O'Donnell, Yelena Chernyak, Katie A Tobin, Robert J Cerfolio, Fritz Francois, Leora I Horwitz","Hospital Admission, Critical Illness, Exclusion, Public Health, Healthcare Research, Coronavirus, Clinical Characteristics, COVID-19, M5, Risk Factors, Medical Outcomes, Prospective Cohort Study, Epidemiology, Mortality, New York City",False,True,False,True
27034_S1_M5_pardi-n-2018.pdf,Nucleic Acid Therapeutics for Vaccine Development,2018,https://drive.google.com/file/d/1QAqKyOA_pNCjSiMaJ14gpP4JotH1upsf/view?usp=drivesdk,eua-051925,PDF,19,M5,report,,"Technological Innovation, Nucleic Acid Therapeutics, Infectious Diseases, Therapeutic Approaches, Vaccines, mRNA, Emerging Viruses, Adaptive Immune Response, In Vivo Delivery, M5, Vaccine Development, Research Investment, Vaccine Platforms, Immunogenicity",False,False,False,True
27034_S1_M5_sahin-u-2020.pdf,27034 S1 M5 sahin-u-2020,undated,https://drive.google.com/file/d/1KOhvEcxfVWynliYDMwJe_RJsTk7AamIe/view?usp=drivesdk,eua-051925,PDF,27,M5,document,,"FDA, Clinical, Review-needed, Vaccine, 2020, COVID-19, M5, Data, Trial, Research",False,False,False,True
27034_S1_M5_richardson-s-2020.pdf,"Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area",2020,https://drive.google.com/file/d/1e2nGfE5DYzBDgHkgQM-iD2UCIcxcOi03/view?usp=drivesdk,eua-051925,PDF,8,M5,report,"Safiya Richardson, Jamie S. Hirsch, Mangala Narasimhan, James M. Crawford, Thomas McGinn, Karina W. Davidson","Hospital Patients, Kidney Replacement Therapy, Respiratory Virus, Public Health, Healthcare System, Clinical Characteristics, COVID-19, M5, Comorbidities, Mechanical Ventilation, Mortality, Outcomes, New York City, Pandemic",False,False,False,True
27034_S1_M5_price-haywood-eg-2020.pdf,Racial Differences in COVID-19 Outcomes,2020-06-25,https://drive.google.com/file/d/1h9UMU0GOQI3oExwEqIxReiM4KMqBt5Ow/view?usp=drivesdk,eua-051925,PDF,10,M5,research article,"E.G.P.-H., J.B., D.F., L.S.","Chronic Conditions, Health Outcomes, Medical Research, Public Health, Healthcare Access, Ochsner Health, COVID-19, Retrospective Study, M5, In-hospital Mortality, Louisiana, Hospitalization, Epidemiology, Racial Disparities",False,False,False,True
27034_S1_M5_singh-dk-2020.pdf,27034 S1 M5 singh-dk-2020,undated,https://drive.google.com/file/d/1tVne7qx5c1Pu9pmeGdoXbcoQg3F1DABu/view?usp=drivesdk,eua-051925,PDF,88,M5,document,,"FDA, Clinical, Review-needed, Vaccine, 2020, COVID-19, M5, Research",False,False,False,True
27034_S1_M5_sedic-m-2020.pdf,Safety Evaluation of Lipid Nanoparticle–Formulated Modified mRNA,2020,https://drive.google.com/file/d/1IsclUlRwHoYB4hIR1ROTegKtxZsY30qj/view?usp=drivesdk,eua-051925,PDF,14,M5,research article,"Maja Sedic, Joseph J. Senn, Andy Lynn, Michael Laska, Mike Smith, Stefan J. Platz, Joseph Bolen, Stephen Hoge, Alex Bulychev, Eric Jacquinet, Victoria Bartlett, Peter F. Smith","Sprague-dawley Rat, Pharmaceutical, Hematopoiesis, Complement Activation, Cynomolgus Monkey, Drug Development, Regulatory Compliance, Pharmacology, M5, Pharmacokinetics, Modified mRNA, Liver Injury, Lipid Nanoparticles, Toxicology, Preclinical Research, Drug Safety",False,False,False,True
27034_S1_M5_stokes-ek-2020.pdf,"Coronavirus Disease 2019 Case Surveillance — United States, January 22–May 30, 2020",2020-06-19,https://drive.google.com/file/d/1nccB0aWe5FLOnw9dfdzk2TXEaRNtILQc/view?usp=drivesdk,eua-051925,PDF,7,M5,report,"Erin K. Stokes, Laura D. Zambrano, Kayla N. Anderson, Ellyn P. Marder, Kala M. Raz, Suad El Burai Felix, Yunfeng Tie, Kathleen E. Fullerton","Mmwr, United States, Public Health, 2020, Disease Surveillance, Coronavirus, COVID-19, Mortality, M5, Demographics, Hospitalization, Underlying Conditions, Epidemiology, CDC",False,False,False,True
27034_S1_M5_vogel-ab-2020.pdf,27034 S1 M5 vogel-ab-2020,undated,https://drive.google.com/file/d/1IaeSsB9zCIFf6HexFMEo-Ye4Io2Zbe_X/view?usp=drivesdk,eua-051925,PDF,38,M5,document,,"FDA, Clinical, Review-needed, Vaccine, Study, 2020, COVID-19, M5, Trial, Research",False,False,False,True
27034_S1_M5_verity-r-2020.pdf,27034 S1 M5 verity-r-2020,undated,https://drive.google.com/file/d/1zyDuoEQwMFNrWL4PpTLKO5eWaA_D3CUO/view?usp=drivesdk,eua-051925,PDF,9,M5,document,,"Review-needed, Clinical, 2020, COVID-19, M5, Data, Research",False,False,False,True
27034_S1_M5_suleyman-g-2020.pdf,27034 S1 M5 suleyman-g-2020,undated,https://drive.google.com/file/d/1GEzKVKMrt7N4ZXZy9oGM-JSET_3bqPKm/view?usp=drivesdk,eua-051925,PDF,12,M5,document,,"FDA, Clinical, Review-needed, Study, 2020, COVID-19, M5, Data",False,False,False,True
