Source_File,Study_OID,Study_Name,Study_Description,Protocol_Name,Define_MetadataVersion_OID,Define_MetadataVersion_Name,Define_Version,Standard_Name,Standard_Version,Dataset_OID,Dataset_Name,Dataset_SAS_Name,Dataset_Description,Dataset_Purpose,Dataset_Structure,Dataset_Class,Dataset_Source,Variable_OID,Variable_Name,Variable_Label,Variable_Data_Type,Variable_Length,Variable_SAS_Field_Name,Variable_Origin,Variable_Roles,Variable_Mandatory,Variable_Key_Sequence,Variable_Method_OID,Variable_WhereClause_OID,CodeList_OID,CodeList_Name,CodeList_Data_Type,CodeList_Coded_Values
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.AGEGR1,AGEGR1,Pooled Age Group 1,text,11,AGEGR1,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.AGEGR1N,AGEGR1N,Pooled Age Group 1 (N),integer,8,AGEGR1N,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.AGEGR2,AGEGR2,Pooled Age Group 2,text,10,AGEGR2,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.AGEGR2N,AGEGR2N,Pooled Age Group 2 (N),integer,8,AGEGR2N,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.AGEGR3,AGEGR3,Pooled Age Group 3,text,11,AGEGR3,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.AGEGR3N,AGEGR3N,Pooled Age Group 3 (N),integer,8,AGEGR3N,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.RACE,RACE,Race,text,41,RACE,,,True,,,,CL.RACE,RACE,text,"ASIAN: Asian;
AMERICAN INDIAN OR ALASKA NATIVE: American indian or alaska native;
BLACK OR AFRICAN AMERICAN: Black or african american;
MULTIPLE: Multiple;
NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER: Native hawaiian or other pacific islander;
NOT REPORTED: Not reported;
WHITE: White"
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.RACEN,RACEN,Race (N),integer,8,RACEN,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.SEX,SEX,Sex,text,1,SEX,,,True,,,,CL.SEX,SEX,text,"F: Female;
M: Male"
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.SEXN,SEXN,Sex (N),integer,8,SEXN,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.ETHNIC,ETHNIC,Ethnicity,text,22,ETHNIC,,,True,,,,CL.ETHNIC,ETHNIC,text,"HISPANIC OR LATINO: Hispanic or Latino;
NOT HISPANIC OR LATINO: Not Hispanic or Latino;
NOT REPORTED: Not Reported"
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.ETHNICN,ETHNICN,Ethnicity (N),integer,8,ETHNICN,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.COUNTRY,COUNTRY,Country,text,3,COUNTRY,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.ARACE,ARACE,Analysis Race,text,41,ARACE,,,True,,,,CL.ARACE,ARACE,text,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.ARACEN,ARACEN,Analysis Race (N),integer,8,ARACEN,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRTSDT,TRTSDT,Date of First Exposure to Treatment,integer,8,TRTSDT,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRTSTM,TRTSTM,Time of First Exposure to Treatment,integer,8,TRTSTM,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRTSDTM,TRTSDTM,Datetime of First Exposure to Treatment,integer,8,TRTSDTM,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRTEDT,TRTEDT,Date of Last Exposure to Treatment,integer,8,TRTEDT,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRTETM,TRTETM,Time of Last Exposure to Treatment,integer,8,TRTETM,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRTEDTM,TRTEDTM,Datetime of Last Exposure to Treatment,integer,8,TRTEDTM,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRT01A,TRT01A,Actual Treatment for Period 01,text,27,TRT01A,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRT01AN,TRT01AN,Actual Treatment for Period 01 (N),integer,8,TRT01AN,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRT01P,TRT01P,Planned Treatment for Period 01,text,27,TRT01P,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.TRT01PN,TRT01PN,Planned Treatment for Period 01 (N),integer,8,TRT01PN,,,True,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.VAX101DT,VAX101DT,Vaccination Date 01,integer,8,VAX101DT,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.VAX101TM,VAX101TM,Vaccination Time 01,integer,8,VAX101TM,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.VAX102DT,VAX102DT,Vaccination Date 02,integer,8,VAX102DT,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.VAX102TM,VAX102TM,Vaccination Time 02,integer,8,VAX102TM,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.VAX103DT,VAX103DT,Vaccination Date 03,integer,8,VAX103DT,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.VAX103TM,VAX103TM,Vaccination Time 03,integer,8,VAX103TM,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.SAFFL,SAFFL,Safety Population Flag,text,1,SAFFL,,,True,,,,CL.NY,NY,text,"N: No;
Y: Yes"
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.COHORT,COHORT,Cohort Group,text,75,COHORT,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.COHORTN,COHORTN,Cohort Group (N),float,8,COHORTN,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.DOSALVL,DOSALVL,Actual Dosing Level,text,52,DOSALVL,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.DOSALVLN,DOSALVLN,Actual Dosing Level (N),integer,8,DOSALVLN,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.DOSPLVL,DOSPLVL,Planned Dosing Level,text,52,DOSPLVL,,,False,,,,,,,
FDA-CBER-2021-5683-1496005-1496178_27034_S1_M5_c4591001-safety-fa-eff-A-define.xml,"C4591001-Pfizer,-Inc.ADaM-IG.1.1","C4591001 Pfizer, Inc","A Phase 1/2/3 Study to Evaluate the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Adults",C4591001 Clinical Protocol,"MDV.C4591001-Pfizer,-Inc.ADaM-IG.1.1","Study C4591001 Pfizer, Inc Data Definitions",2.0.0,ADaM-IG,1.1,IG.ADAE,ADAE,ADAE,Adverse Events Analysis Dataset,,,,,IT.ADAE.DOSPLVLN,DOSPLVLN,Planned Dosing Level (N),integer,8,DOSPLVLN,,,False,,,,,,,
